Machine_ID,Temperature,Run_Time,Downtime_Flag
M0,84.96714153011233,352.5980636447009,0
M1,78.61735698828815,286.8738965478217,1
M2,86.47688538100692,189.10197466725316,0
M3,95.23029856408026,128.107453682384,0
M4,77.65846625276664,283.091519138308,1
M5,77.6586304305082,251.1182815134226,1
M6,95.79212815507391,340.6008114943109,1
M7,87.67434729152909,202.910276742287,1
M8,75.30525614065049,404.8247100877396,0
M9,85.42560043585965,202.94215638863054,1
M10,75.36582307187538,127.76990011817662,0
M11,75.34270246429743,140.79764496731636,0
M12,82.41962271566034,238.08518772182254,0
M13,60.86719755342202,133.70865780462458,0
M14,62.75082167486967,403.4591466420254,0
M15,74.37712470759027,228.36145018426885,1
M16,69.87168879665576,186.99601350578672,0
M17,83.14247332595274,195.067255709191,0
M18,70.91975924478788,159.77896229347243,0
M19,65.87696298664709,65.48867471260422,0
M20,94.65648768921554,140.85380674519615,0
M21,77.74223699513465,379.0928144829525,0
M22,80.67528204687923,205.6735380602336,0
M23,65.75251813786544,302.96922515483556,0
M24,74.55617275474818,307.21550576106887,0
M25,81.10922589709867,179.67108788711502,0
M26,68.49006422577698,253.1490265192168,0
M27,83.75698018345672,70.03368015535565,0
M28,73.99361310081196,364.1506952000269,0
M29,77.08306250206724,349.7533313209326,1
M30,73.98293387770603,234.81749503023374,0
M31,98.52278184508938,209.4405900406295,1
M32,79.86502775262066,180.8975846762889,0
M33,69.422890710441,320.09492521386795,0
M34,88.22544912103189,267.5876155196585,1
M35,67.79156350028978,23.48957758916363,0
M36,82.08863595004756,150.775600728938,0
M37,60.403298761202244,95.66994483934958,0
M38,66.71813951101569,85.21494466010458,0
M39,81.96861235869123,318.44545347149597,0
M40,87.3846657999541,178.87762236677318,0
M41,81.7136828118997,232.90430186118041,0
M42,78.8435171761176,190.78726793493723,0
M43,76.98896304410711,85.88825556161434,0
M44,65.21478009632573,71.03699057845108,0
M45,72.80155791605291,145.32325277637347,0
M46,75.39361229040213,151.93741758448783,0
M47,90.57122226218915,151.88626862493268,0
M48,83.43618289568461,154.23109530092918,0
M49,62.36959844637266,462.71025921762555,1
M50,83.24083969394795,300.72451091710207,0
M51,76.14917719583684,207.15916026417798,1
M52,73.23077999694041,176.56312533117912,0
M53,86.11676288840867,179.7926172158357,0
M54,90.30999522495951,262.80461926086264,1
M55,89.31280119116198,175.713386674851,0
M56,71.60782476777362,285.80338798467193,0
M57,76.90787624148786,218.5482124515039,0
M58,83.31263431403563,464.77684551771625,0
M59,89.75545127122359,170.29076789285702,0
M60,75.2082576215471,311.2177275954699,1
M61,78.14341023336183,100.7057678932131,0
M62,68.93665025993971,129.8620818918477,0
M63,68.0379337591933,434.42785760593165,0
M64,88.12525822394198,279.8899264344454,1
M65,93.56240028570824,235.0040520749791,1
M66,79.27989878419666,523.1426224885481,0
M67,90.03532897892023,177.8719006135818,0
M68,83.61636025047635,310.8558804531824,1
M69,73.54880245394875,322.08439174602506,1
M70,83.61395605508415,388.40557027738583,0
M71,95.38036566465969,94.0240566880391,0
M72,79.64173960890048,177.26086112432702,0
M73,95.64643655814007,216.6457147883615,1
M74,53.80254895910255,385.2994391664797,0
M75,88.21902504375224,230.27437911013803,1
M76,80.87047068238171,322.4246692384884,0
M77,77.00992649534132,89.12668799198342,0
M78,80.91760776535503,156.29405027724138,0
M79,60.124310853991076,349.1080097810152,0
M80,77.80328112162488,167.25718505735045,0
M81,83.57112571511746,184.82896234887758,0
M82,94.77894044741517,382.29023820053703,1
M83,74.81729781726352,113.61111106825241,0
M84,71.91506397106812,128.70965164394406,0
M85,74.98242956415463,83.59328911938243,0
M86,89.15402117702074,389.7627721178402,1
M87,83.28751109659684,298.007328968294,1
M88,74.70239796232961,294.30976680481587,1
M89,85.13267433113356,153.95853957459886,0
M90,80.9707754934804,79.87889805685886,0
M91,89.68644990532889,66.61259843233216,0
M92,72.97946906122648,350.3695042283009,1
M93,76.72337853402232,242.79683219314882,1
M94,76.07891846867842,266.01749713584223,0
M95,65.36485051867882,211.59467468798735,0
M96,82.96120277064576,120.20659756400063,0
M97,82.6105527217989,157.75233194478537,0
M98,80.05113456642461,104.03710676720912,0
M99,77.65412866624852,96.67134095296058,0
M100,65.84629257949585,286.0594857567574,0
M101,75.79354677234642,70.33107008530905,0
M102,76.57285483473231,104.43817814247656,0
M103,71.9772273077838,162.65638543324113,0
M104,78.3871428833399,193.60846815385364,0
M105,84.04050856814538,82.97456397929618,0
M106,98.8618590121053,69.20018871649022,0
M107,81.74577812831839,228.82186024743382,0
M108,82.57550390722764,205.61796229719084,0
M109,79.25554084233833,347.4094667725109,0
M110,60.812287847009586,195.29347476371763,0
M111,79.73486124550783,240.4247955973259,1
M112,80.60230209941027,124.00139753681492,0
M113,104.63242112485287,126.90764379245852,0
M114,78.07639035218878,88.167910964877,0
M115,83.01547342333612,124.6729412909335,0
M116,79.65288230294756,156.51915846851887,0
M117,68.31321962380468,330.6218591851454,0
M118,91.4282281451502,114.42129006310036,0
M119,87.51933032686775,474.956612811697,1
M120,87.91031947043047,250.9535974566652,1
M121,70.9061254520526,225.87393229501004,1
M122,94.02794310936099,187.56003450183724,0
M123,65.98148937207719,169.61605088121024,0
M124,85.8685709380027,134.96994409242163,1
M125,101.90455625809979,80.97167502453833,1
M126,70.09463674869312,116.65022315022402,0
M127,74.33702270397228,389.3041453009234,0
M128,80.99651365087641,243.38315438489082,0
M129,74.965243458838,387.61094270452446,0
M130,64.49336568933867,133.0904994872821,0
M131,80.68562974806028,102.3294135968874,0
M132,69.37696286273895,186.61597664870482,0
M133,84.73592430635182,119.05352243024427,0
M134,70.80575765766197,206.63991850051934,0
M135,95.4993440501754,71.07191717014936,0
M136,72.16746707663764,51.033062017428854,0
M137,76.77938483794324,221.5291106379204,0
M138,88.1351721736967,394.6199906753641,1
M139,67.69135683566044,226.44878080212513,1
M140,82.2745993460413,242.15286798087266,0
M141,93.07142754282428,190.7070004893222,0
M142,63.92516765438772,200.03114716529348,0
M143,81.84633858532304,78.55781483303733,0
M144,82.59882794248423,121.54360867657988,0
M145,87.81822871777311,328.97220247950855,1
M146,67.63049289121918,97.37772533131017,0
M147,66.79543386915724,154.67746765278943,0
M148,85.21941565616898,325.73182806216863,1
M149,82.96984673233186,197.23917542048085,0
M150,82.50492850345877,202.34220100036944,1
M151,83.46448209496975,155.30166973444605,0
M152,73.1997527842151,259.82991879533597,0
M153,82.32253697161003,291.0321012263299,0
M154,82.93072473298682,117.90730360721425,0
M155,72.85648581973632,83.13227037586763,0
M156,98.65774511144757,57.73687786652456,0
M157,84.73832920911788,236.39749651867413,0
M158,68.08696502797352,223.11020014385008,0
M159,86.5655360863383,540.5882973796076,1
M160,70.25318329772679,191.28002857865013,0
M161,87.87084603742451,174.02742068759375,0
M162,91.58595579007404,210.14433164796307,1
M163,71.7931768164829,215.89057494761067,1
M164,89.63376129244321,167.08721442528073,0
M165,84.12780926936499,120.07797972400735,0
M166,88.2206015999449,186.04473167096504,0
M167,98.96792982653947,182.4616410767093,1
M168,77.5461188399713,180.94760844515892,0
M169,72.4626383564251,273.3030721620288,1
M170,71.10485570374476,184.32630857278193,0
M171,71.84189715034562,84.23320159509288,0
M172,79.22898290585896,130.9497482245604,0
M173,83.41151974816644,166.00851061088554,0
M174,82.7669079933002,188.81081342817302,0
M175,88.27183249036024,238.86752215748896,1
M176,80.13001891877907,189.57583028433874,0
M177,94.53534077157317,51.782397033549145,0
M178,77.35343166762044,90.19125870630224,0
M179,107.20169166589619,246.9795296568316,1
M180,86.25667347765007,163.64762786520066,1
M181,71.42842443583717,197.93870330979937,0
M182,69.29107501938887,152.91654938539818,0
M183,84.82472415243186,130.65233981714545,0
M184,77.7653721467415,155.87210229462357,0
M185,87.14000494092092,199.1408589671793,1
M186,84.73237624573545,183.62512222454313,0
M187,79.27171087343127,290.10177003603116,0
M188,71.53206281931595,74.74751568361681,0
M189,64.85152775314135,81.13415864019115,0
M190,75.53485047932979,162.64469446874472,0
M191,88.56398794323472,240.21433146492842,1
M192,82.14093744130204,266.04530088885315,0
M193,67.54261221288012,133.49076175344524,0
M194,81.73180925851182,30.328954560557303,0
M195,83.85317379728836,135.84983169427696,0
M196,71.16142563798867,223.4623842776317,0
M197,81.53725105945527,181.87142992620986,0
M198,80.58208718446,244.57725098642337,0
M199,68.57029702169376,323.4162510997348,0
M200,83.57787360348283,168.57028967786349,0
M201,85.60784526368235,144.08303618919717,0
M202,90.83051243175277,110.99795387987453,0
M203,90.53802052034902,80.85522725653942,0
M204,66.22330632042909,68.17678284517709,0
M205,70.62174960084877,126.44580645204712,0
M206,85.1503526720866,302.0075444577686,1
M207,85.1378595091221,256.20083124419864,1
M208,85.15047686306048,140.47466880138316,1
M209,118.52731490654722,477.15591092006537,1
M210,85.70890510693167,131.24046818246617,0
M211,91.35565640180599,338.3410099943833,1
M212,89.54001763493203,377.1574554430418,1
M213,86.51391251305797,230.99266907635752,1
M214,76.84730755359655,125.80096349845635,0
M215,87.58969220493267,150.53363670673718,0
M216,72.27174785462428,201.58966497927634,1
M217,77.63181393259991,82.23737005688784,0
M218,75.14636452170896,105.15521109262652,0
M219,80.81874139386322,100.25659614187354,0
M220,103.14658566673509,239.66332770634753,1
M221,61.32734807408252,321.89956375868826,1
M222,86.86260190374513,261.14216539447017,1
M223,63.87284128810349,296.18849856375925,1
M224,75.28068134210567,120.00218210366742,0
M225,90.88950596967366,154.1419694401991,0
M226,80.64280019095463,160.35125795850573,0
M227,69.22255222070694,230.53679019457826,0
M228,72.84696290740033,128.36535912331013,0
M229,86.79597748934675,287.2878689481984,1
M230,72.69633368282864,372.06331743946436,1
M231,82.16458589581976,236.37985144551868,1
M232,80.45571839903813,150.56460235114432,0
M233,73.48399652394183,114.1514194738418,0
M234,101.43944089325325,100.39122455883793,1
M235,86.33919022318011,52.15878241829432,0
M236,59.74857413342393,162.95532303886344,0
M237,81.86454314769428,158.08705790243687,0
M238,73.38213535231613,278.6737865069975,1
M239,88.52433334796224,132.98252845574225,1
M240,72.07479261567299,167.79362780048328,0
M241,78.85263558533102,211.74098294460967,1
M242,85.04987278980457,234.47267147233117,1
M243,88.65755194170121,263.07709031053287,1
M244,67.99703592944223,201.21671150828638,1
M245,76.65498764159051,85.0914601307967,0
M246,75.25054688839043,224.32479848040396,1
M247,73.46670767426288,127.7744992942244,0
M248,97.65454240281096,329.2819044731109,1
M249,84.04981710960955,185.37748239374596,0
M250,67.39116045664954,207.36322568263006,1
M251,89.17861947054776,562.2688589173666,1
M252,101.22156197012633,265.332501205068,1
M253,90.32465260551147,222.3013856319347,1
